tier,value_type,mode,T3_K,phi,k2_uncalibrated,purge_p,r_CH4,h_H2_to_CFR,converged,iterations,method,tear_rel_err,S1_inlet_CH4_kmol_d,S1_recycle_CH4_kmol_d,S1_inlet_CH4_ratio_vs_fresh,S1_X_CH4,recycle_to_S2_total_kmol_d,recycle_to_S2_H2,recycle_to_S2_CO,recycle_to_S2_CO2,recycle_to_S2_CH4,recycle_to_S2_H2O,S2_inlet_total_kmol_d,S2_X_CO2_per_pass,S2_xi2_CH4_kmol_d,S2_character,S3_inlet_total_kmol_d,S3_CH4_out_kmol_d,S3_CO_out_kmol_d,S3_CO2_out_kmol_d,S3_ext_CO2_meth,S3_ext_CO_carb,S3_ext_CH4_crack,C_stage1_tpd,C_stage3_tpd,C_total_tpd,C_from_wasteCH4_tpd,C_from_biogasCO2_tpd,C_from_DACCO2_tpd,C_from_CO2_total_tpd,fresh_CO2_carbon_fixed_fraction,fresh_CH4_carbon_fixed_fraction,C_from_CO2_total_tpd_mixing_tracer_upper,C_from_biogasCO2_tpd_mixing,C_from_DACCO2_tpd_mixing,tracer_netconv_iterations,f1_wasteCH4,f1_biogasCO2,f1_DACCO2,f2_wasteCH4,f2_biogasCO2,f2_DACCO2,purge_total_kmol_d,purge_carbon_kmol_d,purge_carbon_tpd,purge_CO2_tpd,purge_CO_tpd,purge_CH4_tpd,purge_H2_tpd,purge_carbon_as_CO2_if_oxidised_tpd,purge_CO2origin_carbon_tpd,purge_CO2origin_carbon_tpd_mixing,H2_permeate_tpd,H2_net_exportable_tpd,external_H2_required,water_stage2_tpd,water_stage3_tpd,water_total_tpd,Q1_kW,Q2_kW,Q3_kW,Q_total_kW,closure_C_rel,closure_H_rel,closure_O_rel,once_C_total_tpd,once_C_from_CO2_total_tpd,delta_C_total_vs_once_tpd,delta_C_from_CO2_vs_once_tpd,delta_Q1_vs_once_kW,delta_water_vs_once_tpd,delta_H2_export_vs_once_tpd,S2_inlet_ratio_vs_once,wall_s
T2_eq,equilibrium,equilibrium,550.0,,,1.0,0.0,0.35,True,1,once-through,0.0,2991.959109892165,0.0,1.0,0.9698161069695571,0.0,0.0,0.0,0.0,0.0,0.0,8097.950578294656,0.8137175990035082,197.6225935126161,methanation (xi2>0),3082.7385082968694,865.5232403485584,0.10408849394553146,80.69181638002544,,,,34.85150348488499,1.181329782406509,36.0328332672915,34.85152441442232,0.9000448402812785,0.2812640125878996,1.181308852869178,0.10305676404946193,0.9698106703934194,1.079187272388768,0.8222379218200138,0.2569493505687543,4,1.0,0.0,0.0,0.08646400991403458,0.6960274210178784,0.217508569068087,1048.5461226423342,946.3232381001595,11.366288412821016,3.55116614706854,0.0029155187154143365,13.88558934491192,0.12325389750251456,41.64673938554992,10.28139195832869,10.383513538809082,7.448142203804828,7.571396101307342,False,16.672361365115467,14.063492881981464,30.73585424709693,3030.936066508513,-196.44509421947726,-1553.2177609272442,1281.2732113617915,2.3046715795111567e-16,-1.257264284914799e-16,-3.2163711694011004e-15,,,,,,,,,
T2_eq,equilibrium,equilibrium,550.0,,,0.2,0.9,0.35,True,22,direct,3.774808340308057e-09,4045.0043879451227,1053.0452780529577,1.3519584457459084,0.9698161069695572,476.5970628240934,345.45962152026686,0.0007006765159827245,0.08760764706982607,93.60402471581838,37.444684686682926,10648.850053730524,0.8506014535234507,213.86930412381244,methanation (xi2>0),4019.058933872934,1170.0503089469084,0.0008758456425863259,0.10950955842390499,,,,47.11778448333327,0.0,47.11778448333327,35.91211666107335,8.53765167410279,2.6680161481571205,11.20566782225991,0.9775765770064672,0.9993236886909217,11.205689156589775,8.537667928830306,2.6680212277594704,17,0.7621770785815808,0.18119841631879555,0.05662450509962361,0.08646400991403737,0.6960274210178764,0.21750856906808638,119.14926570602336,23.423295045711413,0.28133719679403973,0.0009638812349739939,4.9064873031690285e-06,0.3754223421289686,0.1741116492462145,1.0308357916667135,0.2570329889518463,0.2570116546212524,10.467262451224107,10.64137410047032,False,18.194863230964685,16.020942371673545,34.21580560263823,4097.699613632069,-224.25307911738713,-1787.093472509598,2086.3530620050833,3.121677654447862e-13,-5.875422310978141e-11,1.6650081420266362e-12,36.0328332672915,1.181308852869178,11.084951216041766,10.024358969390732,1066.7635471235558,3.4799513555412958,3.0699779991629788,1.3150055623052543,5.522979974746704
T2_eq,equilibrium,equilibrium,550.0,,,0.1,0.9,0.35,True,19,direct,8.687067158263706e-09,4056.945440863101,1064.9863309709356,1.3559494939118066,0.9698161069695569,557.9623007887574,409.08798002599485,0.000707816698040521,0.08440622460095,106.49863309709363,42.29011059075723,10753.736934489772,0.8511185307898297,209.80405145415432,methanation (xi2>0),4066.847420476272,1183.3181455216604,0.000786462992887016,0.09378469318634161,,,,47.25687851239541,0.0,47.25687851239541,35.924131145104155,8.634474184602858,2.698273182688394,11.332747367291253,0.9886629297888064,0.9996580148074437,11.33275655814335,8.63448118715684,2.698275370986512,18,0.7601882114331613,0.18271374366997234,0.05709804489686635,0.08646400991404554,0.6960274210178701,0.2175085690680844,61.99581119875082,11.842741465833246,0.1422431677461231,0.00041273705982924533,2.202882856901666e-06,0.189839730086297,0.09163570752582285,0.5211872091698554,0.1299534439339056,0.12994425307991708,10.596329501172148,10.68796520869797,False,18.216615464286225,16.08363389090405,34.300249355190275,4109.796225461262,-213.4904861376042,-1797.5104587949156,2098.7952805287423,6.1246647225509e-13,-1.4271445778282018e-10,3.8220019481135144e-12,36.0328332672915,1.181308852869178,11.224045245103909,10.151438514422075,1078.8601589527493,3.5643951080933434,3.116569107390627,1.3279578370499758,4.846279859542847
T2_eq,equilibrium,equilibrium,550.0,,,0.05,0.9,0.35,True,20,direct,4.410203841869681e-09,4063.0167529450014,1071.0576430528363,1.3579787034895137,0.9698161069695568,601.6167694167872,443.75531514892725,0.0007050178989727231,0.0819618054326089,113.05608454446593,44.72222185542612,10809.35075335817,0.8514145131050689,207.83051017048336,methanation (xi2>0),4091.8518981515226,1190.0640478357413,0.0007421241018193086,0.0862755842854112,,,,47.32759951706441,0.0,47.32759951706441,35.930241014739046,8.683701716057413,2.7136567862679426,11.397358502325359,0.9942995712835392,0.9998280336765232,11.397362741164345,8.683704945649025,2.7136577955153203,18,0.7591814742884875,0.18348078149448577,0.0573377442170268,0.08646400991403809,0.6960274210178758,0.21750856906808622,31.66404049562038,5.954721760182216,0.0715221630615486,0.0001898451102780887,1.0393448079066304e-06,0.0954609875972035,0.04708477449159145,0.26206134994385916,0.06534230888513351,0.06533807004552142,10.664579785086225,10.71166455957782,False,18.229263027747926,16.113416533501333,34.342679561249255,4115.946629956837,-208.24842311376256,-1802.5846492507792,2105.1135575922954,2.83820305016799e-13,-7.456117833187271e-11,1.944713308906406e-12,36.0328332672915,1.181308852869178,11.294766249772906,10.216049649456181,1085.0105634483239,3.6068253141523243,3.1402684582704774,1.334825478230383,5.345740079879761
T2_eq,equilibrium,equilibrium,550.0,,,0.02,0.9,0.35,True,20,direct,4.62706731236671e-09,4066.692475879413,1074.733365987248,1.3592072373027795,0.9698161069695569,628.8795372972238,465.58757325854367,0.000701369672035395,0.08025436616701172,117.02652207416702,46.18399497228193,10843.854008528046,0.8516055247837343,206.66902355422243,methanation (xi2>0),4107.248514307819,1194.1481844295358,0.0007156833364225345,0.08189220999558099,,,,47.37041576753875,0.0,47.37041576753875,35.93394045237734,8.71350500202774,2.7229703131336676,11.436475315161408,0.9977121014961254,0.9999309776411375,11.43647692693309,8.713506230044258,2.7229706968888308,18,0.7585734315051104,0.1839440521865825,0.05748251630830702,0.08646400991403894,0.6960274210178751,0.217508569068086,12.834276271371914,2.3899685777327857,0.028705912587148486,7.207988572742895e-05,4.0092580640227374e-07,0.03831543864562983,0.0191556030140658,0.10518012713744217,0.026225496049031446,0.026223884276621746,10.706860293901888,10.726015896915955,False,18.237497652895243,16.130702773504137,34.36820042639938,4119.670237400391,-205.15686287949103,-1805.5775336692564,2108.935840851643,2.8278320280601894e-13,-7.963109656079165e-11,2.044659064874092e-12,36.0328332672915,1.181308852869178,11.337582500247251,10.25516646229223,1088.734170891878,3.632346179302452,3.154619795608613,1.3390862173934936,5.467151165008545
T2_eq,equilibrium,equilibrium,550.0,,,0.01,0.9,0.35,True,19,direct,4.422625434320524e-09,4067.9232645497173,1075.9641546575522,1.3596186027743982,0.9698161069695568,638.156751447291,473.0482303138918,0.0006998321875514834,0.07964764804949666,118.35605701233077,46.67162208362958,10855.555646358118,0.8516715677567339,206.28598823506726,methanation (xi2>0),4112.450025750873,1195.5157273965867,0.0007069011972918373,0.08045216939115651,,,,47.38475247270643,0.0,47.38475247270643,35.93517924170893,8.723484366474285,2.7260888645232138,11.449573230997498,0.9988547567962879,0.9999654493359149,11.449574023082963,8.723484969967972,2.7260890531149924,18,0.758370078440783,0.18409898785464146,0.057530933704575474,0.08646400991403969,0.6960274210178746,0.2175085690680858,6.446027792396878,1.196337309020188,0.014369207418641478,3.5406195383942416e-05,1.9800302599310152e-07,0.01917965881463457,0.009632982144573796,0.05264960863266945,0.013127580212152382,0.01312678812593917,10.7211888622226,10.730821844367174,False,18.24035768623778,16.136359761487448,34.37671744772523,4120.917059844836,-204.13615487662742,-1806.5657353409745,2110.215169627235,2.6515246522275863e-13,-7.657355554630734e-11,1.956030170428373e-12,36.0328332672915,1.181308852869178,11.35191920541493,10.26826437812832,1089.9809933363235,3.6408632006282957,3.159425743059832,1.340531229648994,5.300323009490967
T2_eq,equilibrium,equilibrium,550.0,,,0.2,0.95,0.35,True,21,direct,7.916924932456603e-09,4057.579988750369,1065.620878858204,1.3561615783233785,0.9698161069695573,491.7013317412481,410.3778649030787,0.0003918345804320974,0.04010730414907542,44.868247530871855,36.41439245428428,10688.725906200663,0.8529622990862289,238.74089392787778,methanation (xi2>0),3976.327203123683,1121.7061882711064,0.0004897932227555685,0.05013412978943613,,,,47.26426997300438,0.0,47.26426997300438,35.92477051255813,8.639618636530473,2.6998808239157728,11.339499460446245,0.9892519788502977,0.9996758064360624,11.339508923429896,8.639625846422778,2.6998830770071183,16,0.7600828505357936,0.18279401863939537,0.057123130824811054,0.08646400991403512,0.6960274210178781,0.21750856906808685,122.92533293531203,11.22735052211389,0.13485170712110991,0.00044127058707416506,2.743821649475762e-06,0.1799553237844443,0.20683044391115166,0.49410446912771017,0.12320135076385383,0.12319188777966572,10.483621427590085,10.690451871501237,False,18.640749632101137,15.580125399539249,34.22087503164039,4110.43903975344,-287.97031973476976,-1725.9211633618622,2096.5475566568075,2.7402545080387657e-13,-1.4826326797786316e-10,3.449379391895491e-12,36.0328332672915,1.181308852869178,11.23143670571288,10.158190607577067,1079.502973244927,3.485020784543458,3.119055770193895,1.3199297529488747,6.080790042877197
T2_eq,equilibrium,equilibrium,550.0,,,0.1,0.95,0.35,True,19,direct,5.319584076635249e-09,4063.338087195696,1071.378977303531,1.3580861027683446,0.9698161069695569,580.5809194959195,488.8092844842082,0.00038439683092676713,0.03717819297693485,50.749530503851545,40.984189931946354,10788.947871862654,0.8536576067443464,237.91177639422946,methanation (xi2>0),4014.5986683838228,1127.7673445296566,0.00042710758829065987,0.04130910308795814,,,,47.33134254340489,0.0,47.33134254340489,35.93056427555418,8.686307251695764,2.714471016154927,11.40077826785069,0.9945979098323384,0.9998370290301873,11.400782130438138,8.686310194619534,2.7144719358186045,17,0.7591282748850167,0.18352131437332064,0.05735041074166271,0.0864640099140373,0.6960274210178764,0.21750856906808638,64.50899105510217,5.643088561715468,0.06777913671476447,0.00018179723274688067,1.196328359362083e-06,0.09046385754147672,0.10949327972446266,0.248346684512536,0.061922543353866204,0.06191868076589419,10.603426371497545,10.712919651222007,False,18.716082590382943,15.586970499548697,34.303053089931645,4116.272150304564,-285.54624501536404,-1728.3082754963216,2102.4176297928784,1.5072552130002967e-13,-1.0579262898058426e-10,2.3814250387962e-12,36.0328332672915,1.181308852869178,11.298509276113386,10.219469414981512,1085.3360837960513,3.5671988428347134,3.141523549914665,1.3323059664973522,5.373196125030518
T2_eq,equilibrium,equilibrium,550.0,,,0.05,0.95,0.35,True,19,direct,6.885552373290491e-09,4066.2398019807615,1074.2806920885962,1.3590559404828615,0.9698161069695571,628.7958475962253,531.7821647515924,0.00037734583861688493,0.03541269468313626,53.714034604429855,43.263495754275375,10842.87863583899,0.8540551268566361,237.60532818483847,methanation (xi2>0),4034.966442556079,1130.8217811454533,0.0003972061439551928,0.037276520462421366,,,,47.36514284589214,0.0,47.36514284589214,35.93348465512518,8.709834812012925,2.7218233787540385,11.431658190766962,0.9972918580933021,0.999918294206306,11.431659923235898,8.709836131989256,2.7218237912466425,17,0.7586482540455942,0.18388704453669008,0.05746470141771566,0.08646400991403755,0.6960274210178761,0.21750856906808624,33.094518294538176,2.8289762907907607,0.033978834228687825,8.202512001632336e-05,5.562872073504709e-07,0.04535443458730885,0.05642488653364266,0.12450041758141059,0.03104262043871388,0.031040887969071118,10.66782280448822,10.72424769102186,False,18.756313728063077,15.58783751839803,34.34415124646111,4119.211666412154,-284.59578886948157,-1729.2515852307758,2105.364292311897,1.7561597435875015e-13,-1.4135447500582784e-10,3.131435145557286e-12,36.0328332672915,1.181308852869178,11.332309578600636,10.250349337897784,1088.2755999036413,3.6082969993641782,3.152851589714518,1.3389657705372644,5.453681230545044
T2_eq,equilibrium,equilibrium,550.0,,,0.02,0.95,0.35,True,19,direct,7.119915380139481e-09,4067.988177229372,1076.029067337207,1.3596402984852252,0.9698161069695569,659.0854776706706,558.9214539765944,0.00037214694247263255,0.03427741891177788,55.500446631077125,44.62855933177324,10876.612238430025,0.854311486627937,237.46068855168554,methanation (xi2>0),4047.629946861887,1132.6621761440051,0.0003797417760998253,0.03497695782420975,,,,47.38550860084793,0.0,47.38550860084793,35.93524447510745,8.724010762468932,2.7262533632715416,11.450264125740475,0.9989150300908941,0.9999672645806427,11.450264773353167,8.724011255888124,2.72625351746504,17,0.7583593568699551,0.18410715667051036,0.0575334864595345,0.08646400991403903,0.6960274210178751,0.21750856906808594,13.450724034095318,1.1333843370768948,0.013613079272630581,3.078601895690679e-05,2.1273134405425384e-07,0.018171299291885108,0.022995625535037027,0.04987911129041706,0.012436685464946468,0.012436037851441255,10.708079205830117,10.731074831365154,False,18.78137108370625,15.58743513158203,34.36880621528828,4120.982818157271,-284.12051766860435,-1729.7267770369135,2107.135523451753,1.6985429540997227e-13,-1.4906917438449354e-10,3.2718833532878005e-12,36.0328332672915,1.181308852869178,11.352675333556427,10.268955272871297,1090.0467516487583,3.6329519681913496,3.159678730057812,1.3431314668162035,5.559927701950073
