tier,value_type,mode,T3_K,phi,k2_uncalibrated,purge_p,r_CH4,h_H2_to_CFR,converged,iterations,method,tear_rel_err,S1_inlet_CH4_kmol_d,S1_recycle_CH4_kmol_d,S1_inlet_CH4_ratio_vs_fresh,S1_X_CH4,recycle_to_S2_total_kmol_d,recycle_to_S2_H2,recycle_to_S2_CO,recycle_to_S2_CO2,recycle_to_S2_CH4,recycle_to_S2_H2O,S2_inlet_total_kmol_d,S2_X_CO2_per_pass,S2_xi2_CH4_kmol_d,S2_character,S3_inlet_total_kmol_d,S3_CH4_out_kmol_d,S3_CO_out_kmol_d,S3_CO2_out_kmol_d,S3_ext_CO2_meth,S3_ext_CO_carb,S3_ext_CH4_crack,C_stage1_tpd,C_stage3_tpd,C_total_tpd,C_from_wasteCH4_tpd,C_from_biogasCO2_tpd,C_from_DACCO2_tpd,C_from_CO2_total_tpd,fresh_CO2_carbon_fixed_fraction,fresh_CH4_carbon_fixed_fraction,C_from_CO2_total_tpd_mixing_tracer_upper,C_from_biogasCO2_tpd_mixing,C_from_DACCO2_tpd_mixing,tracer_netconv_iterations,f1_wasteCH4,f1_biogasCO2,f1_DACCO2,f2_wasteCH4,f2_biogasCO2,f2_DACCO2,purge_total_kmol_d,purge_carbon_kmol_d,purge_carbon_tpd,purge_CO2_tpd,purge_CO_tpd,purge_CH4_tpd,purge_H2_tpd,purge_carbon_as_CO2_if_oxidised_tpd,purge_CO2origin_carbon_tpd,purge_CO2origin_carbon_tpd_mixing,H2_permeate_tpd,H2_net_exportable_tpd,external_H2_required,water_stage2_tpd,water_stage3_tpd,water_total_tpd,Q1_kW,Q2_kW,Q3_kW,Q_total_kW,closure_C_rel,closure_H_rel,closure_O_rel,once_C_total_tpd,once_C_from_CO2_total_tpd,delta_C_total_vs_once_tpd,delta_C_from_CO2_vs_once_tpd,delta_Q1_vs_once_kW,delta_water_vs_once_tpd,delta_H2_export_vs_once_tpd,S2_inlet_ratio_vs_once,wall_s
T3_kin,kinetic,kinetic,650.0,0.0,0.0,1.0,0.0,0.35,True,1,once-through,0.0,2991.959109892165,0.0,1.0,0.8728806831856022,0.0,0.0,0.0,0.0,0.0,0.0,7807.932668338708,0.7035036006698712,0.0,reforming (xi2<0),3398.9057124384035,383.9873891757455,668.5350013583536,282.16365399248764,1.4311623316501303,5.119728516138511,-24.851402724641876,31.36820759930369,0.0,31.36820759930369,31.36820759930369,0.0,0.0,0.0,0.0,0.8728806831856026,0.0,0.0,0.0,4,1.0,0.0,0.0,0.28496274426920465,0.5447902900806059,0.17024696565018935,3355.4846788624973,1334.6860445265866,16.03091408080883,12.417740248555388,18.725665388047485,6.160309684546484,4.070097752715279,58.73819813357055,11.462700811197713,11.462700811197708,7.6027544467982535,11.672852199513533,False,11.490316364973124,0.6506630893072898,12.140979454280414,2727.980709243213,274.069072042296,-8.901866643807095,2993.147914641702,4.6093431590223135e-16,-3.771792854744397e-16,-2.3824971625193333e-16,,,,,,,,,
T3_kin,kinetic,kinetic,650.0,0.0,0.0,0.2,0.9,0.35,True,76,direct,8.629888352431299e-09,3434.5611317741063,442.6020218819413,1.147930504938583,0.8728806831856023,6251.462925632193,2455.828226996462,3113.6081528945947,640.4384447329323,39.34240194506147,2.2456990631429163,14888.336371092486,0.4977059277536615,5.684341886080802e-14,methanation (xi2>0),8341.943186597005,491.7800245030441,3892.0102247058567,800.5480615325655,0.6118684537305757,18.583970097203068,-23.583295241972074,36.008522388487016,0.0,36.008522388487016,35.82300837552236,0.14134400987783288,0.04417000308682277,0.18551401296465564,0.016184145082407658,0.9968440793309348,3.3179979525829104,2.5279984400631696,0.7899995125197405,117,0.9078552039212869,0.07020555891711473,0.021939237161598353,0.2849627442694825,0.5447902900803943,0.1702469656501232,1562.8657314080483,948.3472498931471,11.39059881846659,7.046263878562905,21.8030410906444,0.15779253860115527,1.2377374264062169,41.73581412054751,11.277186327228868,8.144702520283625,11.673064921356291,12.910802347762509,False,13.62262611638784,0.9608363822114692,14.583462498599308,3131.5322730242774,324.0125823208053,-39.92389452435811,3415.6209608207246,-9.982440190530833e-09,1.1464867287709562e-11,-2.3485881167914615e-08,31.36820759930369,0.0,4.640314789183325,0.18551401296465564,403.5515637810645,2.4424830443188945,1.2379501482489754,1.9068218187209693,26.210339784622192
T3_kin,kinetic,kinetic,650.0,0.0,0.0,0.1,0.9,0.35,True,54,wegstein,2.1759547600670043e-09,3446.9299635267907,454.9708536346258,1.1520645292679228,0.8728806831856024,11323.550601188264,2882.7710934643746,7101.996174442517,1290.4638775817211,45.497085363462595,2.822370336188116,19983.589392711714,0.3611795244618967,-5.684341886080802e-14,reforming (xi2<0),13139.986504890709,505.5231705655491,7891.106843320994,1433.8487521122227,0.21283093512622228,24.994981640183582,-25.995439291178002,36.138199321870225,0.0,36.138199321870225,35.87900187005146,0.19748377281429746,0.061713679004467954,0.2591974518187654,0.02261224959876472,0.9984022059661206,3.410721791159519,2.598645174216776,0.8120766169427429,238,0.9056200404236686,0.07190854062958582,0.02247141894674558,0.28496274426976714,0.5447902900801774,0.17024696565005548,1258.1722890209182,937.5507930430779,11.260922575240407,6.310224976499329,22.10299031623721,0.0811010822762256,0.64574072493602,41.260672851032815,11.20350357471413,8.051979175190528,12.238490442605839,12.88423116754186,False,13.924209732654841,1.0733944764938257,14.997604209148667,3142.809811646253,330.97060422600924,-55.316109850466695,3418.4643060217954,4.57810448809783e-09,1.5055651803354775e-10,9.791392188503778e-09,31.36820759930369,0.0,4.769991722566534,0.2591974518187654,414.82910240304,2.8566247548682533,1.2113789680283258,2.5593957122280893,19.616201162338257
T3_kin,kinetic,kinetic,650.0,0.0,0.0,0.05,0.9,0.35,True,287,direct,9.799555653129864e-09,3447.333795060926,455.3746851687612,1.1521995015450508,0.8728806831856022,20726.28103670597,3113.2395593625047,15006.985745109703,2554.603115316158,48.06732787892475,3.385289038679094,29387.076156508978,0.23364392784737353,0.0,reforming (xi2<0),22389.956322845286,505.9718721991409,15796.827254917363,2689.055935797037,0.051779962170029704,30.004136289784192,-19.630047498714262,36.142433160279396,0.12460318046954019,36.26703634074894,35.90752980160175,0.27390974411214747,0.08559679503504607,0.3595065391471935,0.031363161707579246,0.9991960505076888,3.502845059571211,2.6688343311018747,0.8340107284693362,468,0.9055473346740578,0.07196393548643217,0.02248872983951006,0.2849627442705235,0.5447902900796011,0.17024696564987538,1090.8568966687353,926.8240099107784,11.132083183038358,5.917133079049938,22.123456353711727,0.040586533745346834,0.3303311027197268,40.78859785216345,11.103192113141786,7.959854209752003,12.529541697693306,12.859872800413033,False,14.088980031653149,1.2197196415152316,15.30869967316838,3143.178013414545,334.67094449135107,-66.06672398106328,3411.782233924833,-4.5492935927852766e-08,2.5406545216701276e-11,-1.072354152303016e-07,31.36820759930369,0.0,4.8988287414452465,0.3595065391471935,415.19730417133223,3.1677202188879665,1.1870206008994995,3.763746103456302,123.97528910636902
T3_kin,kinetic,kinetic,650.0,0.0,0.0,0.02,0.9,0.35,True,91,wegstein,8.220484241570283e-09,3436.5011550776326,444.5420451854673,1.1485789173106344,0.8728806831856027,48416.934971274066,3276.962287086286,38756.024466583054,6331.836349782089,48.40568936463979,3.7061784579941808,57057.44184890445,0.11324492925494745,0.0,reforming (xi2<0),49964.30626825563,493.93560444166354,39546.96406650647,6461.05755248461,0.005358199064548659,34.184085715473415,-8.678877812603515,36.028861922383406,0.3063430521213708,36.33520497450478,35.92482043720053,0.3126739331841838,0.097710604120058,0.4103845373042418,0.03580173155207405,0.9996771956852191,3.551588172368638,2.705971940852296,0.8456162315163421,1137,0.9075035596670283,0.07047347834893081,0.022022961984040867,0.28496274427258117,0.5447902900780335,0.17024696564938538,988.1007136994707,921.1482960353018,11.06391218368001,5.686893590154286,22.154209087938597,0.015848417846467677,0.1348235912401215,40.5388153602176,11.052311736008745,7.911109405427707,12.712386374869626,12.847209966109748,False,14.184801501620194,1.2944584671537342,15.479259968773931,3133.3011294668627,336.82550430002846,-61.838128796273686,3408.2885049706174,-9.54010866506731e-08,2.079390658084871e-10,-2.2555765008816783e-07,31.36820759930369,0.0,4.966997375201085,0.4103845373042418,405.32042022364976,3.3382805144935173,1.1743577665962146,7.307624728921304,40.56779885292053
T3_kin,kinetic,kinetic,650.0,0.0,0.0,0.01,0.9,0.35,True,131,wegstein,9.734373510320666e-09,3431.9506126704196,439.99150277825464,1.1470579933139904,0.8728806831856024,94318.30505061604,3334.0405458590203,78311.37477385021,12620.660372554055,48.399065305607984,3.8302930471382277,102950.28930527392,0.06091103201226211,-5.684341886080802e-14,reforming (xi2<0),95824.57538607373,488.8794468707041,79102.39953147716,12748.141913208958,0.0007994991522738977,35.84314875955836,-4.2123648425268545,35.98115326271391,0.3799173456274665,36.36107060834137,35.93061327933733,0.32796748876498677,0.10248984023905819,0.430457329004045,0.03755287136025908,0.9998383926546652,3.570083064187882,2.7200632870002908,0.8500197771875914,2212,0.9083290081369763,0.06984456522897058,0.021826426634053316,0.28496274427597357,0.5447902900754487,0.17024696564857777,952.7101520264247,918.9942849667666,11.038040356735834,5.6103297205629445,22.156581893086308,0.00784309297674615,0.06789318929749279,40.44401948710243,11.0322327583718,7.892610085251444,12.77448606955233,12.842379258849824,False,14.216776659656512,1.324294807297831,15.541071466954342,3129.152078143793,337.5375163815195,-60.072064344369394,3406.6175301809435,-2.2605978583829963e-07,2.953263514693467e-11,-5.32049630919668e-07,31.36820759930369,0.0,4.992863009037681,0.430457329004045,401.1713689005801,3.4000920126739285,1.169527059336291,13.185345427316374,57.38349390029907
T3_kin,kinetic,kinetic,650.0,0.0,0.0,0.2,0.95,0.35,True,76,direct,8.631230058925136e-09,3440.4673659191544,448.50825602698916,1.1499045406550206,0.8728806831856024,6234.616595387887,2459.6013049817266,3114.434182742443,639.4485079019576,18.884558148504812,2.2480416132546566,14882.551712688808,0.49816697577952096,0.0,reforming (xi2<0),8326.929096973898,472.1139538921746,3893.042762029801,799.3106404892795,0.6191809718005132,18.651579540981317,-23.716965057100186,36.07044435064866,0.0,36.07044435064866,35.88198790955218,0.14358585988302935,0.04487058121344666,0.188456441096476,0.016440840967634457,0.9984852982560182,3.362274462476632,2.5617329237917197,0.8005415386849122,117,0.906785887365533,0.07102027629292712,0.022193836341539718,0.28496274426944884,0.5447902900804199,0.1702469656501312,1558.6541488469718,943.1918121982264,11.328676856312898,7.035372346064312,21.808825364653956,0.07574124159411567,1.2396390577107903,41.50892846303175,11.27424389898698,8.100426010396182,11.691203259366596,12.930842317077383,False,13.626809915413073,0.9618386569141811,14.588648572327255,3136.917404378076,324.11141878278096,-40.02538147131178,3421.003441689545,-9.982272410439844e-09,1.42222993173847e-11,-2.3488491193556157e-08,31.36820759930369,0.0,4.702236751344966,0.188456441096476,408.93669513486293,2.447669118046841,1.2579901175638497,1.9060809493193753,31.713326692581177
T3_kin,kinetic,kinetic,650.0,0.0,0.0,0.1,0.95,0.35,True,54,wegstein,5.810112891246997e-09,3449.8737841782895,457.9146742861243,1.1530484399910894,0.8728806831856023,11303.025973152078,2885.3760913420388,7103.765578434587,1289.3743521451704,21.69069509776379,2.8192561325177006,19968.5781895085,0.36140865480065776,0.0,reforming (xi2<0),13119.908348795103,482.01544671976234,7893.072859885809,1432.6381641530393,0.21468745158701458,25.060660604578697,-26.111882561110825,36.16906283769379,0.0,36.16906283769379,35.90904126704636,0.19811167287423323,0.061909897773197844,0.26002157064743103,0.022684145292653946,0.9992381099395429,3.4327903548158716,2.6154593179549495,0.8173310368609218,238,0.9050904257536259,0.07231205656866602,0.022597517677708134,0.2849627442698124,0.5447902900801429,0.17024696565004466,1255.8917747946753,934.9811806308358,11.230058960556967,6.304897318172979,22.10849709466142,0.0386648690503805,0.6463242444606166,41.147586778382454,11.202679359778562,8.029910540844856,12.248480427888266,12.894804672348885,False,13.926220261599122,1.0722100885690267,14.998430350168148,3145.493901118675,331.01983097614146,-55.124393652623496,3421.3893384421926,2.492414505254137e-09,-1.8281439924446374e-10,7.782243290838172e-09,31.36820759930369,0.0,4.8008552383900955,0.26002157064743103,417.51319187546187,2.857450895887734,1.2219524728353512,2.5574731542552107,22.45088791847229
T3_kin,kinetic,kinetic,650.0,0.0,0.0,0.05,0.95,0.35,True,287,direct,9.801120742660586e-09,3448.9438339625513,456.98472407038633,1.1527376235054418,0.8728806831856024,20701.279038765686,3114.318525527023,15007.408033360818,2553.315612458778,22.849236203519325,3.387631215546107,29365.089569326734,0.23374892656037793,0.0,reforming (xi2<0),22365.41895422191,481.03655145287513,15797.271768894987,2687.7006696289122,0.05206009678020467,30.04939373938359,-19.707871248027864,36.15931308164675,0.12421202664367383,36.283525108290426,35.92268992260321,0.2749220462378769,0.08591313944933646,0.36083518568721334,0.03147907213409251,0.9996179100205426,3.5146351426646607,2.6778172515540275,0.8368178911106333,468,0.9052576328463608,0.072184660688487,0.022557706465152184,0.2849627442704736,0.5447902900796392,0.17024696564988726,1089.5410020402992,925.4512043170062,11.11559441505156,5.9141508836157035,22.12407889549666,0.01929317349542424,0.33044558670855156,40.728182050787126,11.101863466276217,7.948064126340919,12.534550343562557,12.864995930271109,False,14.090175040200732,1.2205635278369285,15.310738568037658,3144.645999741716,334.69849194297507,-66.21372633763632,3413.130765347055,-4.550233080631307e-08,2.2334922842225932e-11,-1.0724808129996671e-07,31.36820759930369,0.0,4.915317508986735,0.36083518568721334,416.66529049850305,3.1697591137572445,1.192143730757575,3.760930174052684,117.18527698516846
T3_kin,kinetic,kinetic,650.0,0.0,0.0,0.02,0.95,0.35,True,91,wegstein,9.619644305508798e-09,3437.151148867587,445.1920389754216,1.1487961641933895,0.8728806831856024,48390.778874390824,3277.3634159334833,38756.2012778636,6330.544281978785,22.962536747153344,3.707361867803527,57032.50311283461,0.1132686326473149,5.684341886080802e-14,methanation (xi2>0),49938.36019008942,468.623197316549,39547.14448726466,6459.739115031518,0.005371262473973719,34.20683282427548,-8.726983475051393,36.03567656770199,0.3060384705335299,36.34171503823552,35.930918585159034,0.3129877737725583,0.09780867930392502,0.4107964530764834,0.03583766686775804,0.9998468883761179,3.556243110473517,2.7095185603607748,0.8467245501127424,1137,0.9073858320354821,0.07056317559201354,0.02205099237250424,0.2849627442725313,0.5447902900780714,0.17024696564939737,987.5669158038945,920.6062876855009,11.05740212139055,5.685733128685803,22.15431015903999,0.007518121980297574,0.13484009482697762,40.51496211475121,11.05189981833391,7.906454468354191,12.714364431935232,12.84920452676221,False,14.185272828000198,1.2948717803204568,15.480144608320655,3133.893774772164,336.83626337848807,-61.920497561848954,3408.809540588803,-9.537067927478734e-08,1.0413304012449672e-10,-2.251367390794599e-07,31.36820759930369,0.0,4.973507438931829,0.4107964530764834,405.91306552895094,3.3391651540402414,1.1763523272486758,7.3044307034181175,38.47441291809082
